n-gram,next_word,freq
"(4392, 4393, 20, 1)",122,1
"(4393, 20, 1, 122)",164,1
"(20, 1, 122, 164)",28,1
"(1, 122, 164, 28)",279,1
"(122, 164, 28, 279)",6,1
"(164, 28, 279, 6)",1454,1
"(28, 279, 6, 1454)",239,1
"(279, 6, 1454, 239)",2706,1
"(6, 1454, 239, 2706)",4394,1
"(1454, 239, 2706, 4394)",20,1
"(239, 2706, 4394, 20)",104,1
"(2706, 4394, 20, 104)",1531,1
"(4394, 20, 104, 1531)",274,1
"(20, 104, 1531, 274)",1,1
"(104, 1531, 274, 1)",2707,1
"(1531, 274, 1, 2707)",1340,1
"(274, 1, 2707, 1340)",3,1
"(1, 2707, 1340, 3)",1,1
"(2707, 1340, 3, 1)",554,1
"(1340, 3, 1, 554)",4395,1
"(3, 1, 554, 4395)",1,1
"(1, 554, 4395, 1)",4396,1
"(554, 4395, 1, 4396)",2,1
"(76, 2, 98, 461)",21,1
"(2, 98, 461, 21)",1023,1
"(98, 461, 21, 1023)",3,1
"(461, 21, 1023, 3)",14,1
"(21, 1023, 3, 14)",722,1
"(1023, 3, 14, 722)",2,1
"(3, 14, 722, 2)",1,1
"(722, 2, 1, 34)",7,1
"(2, 1, 34, 7)",108,1
"(1, 34, 7, 108)",160,1
"(34, 7, 108, 160)",4,1
"(108, 160, 4, 1)",447,2
"(160, 4, 1, 447)",465,1
"(4, 1, 447, 465)",220,1
"(7, 108, 131, 571)",3,1
"(108, 131, 571, 3)",7,1
"(131, 571, 3, 7)",56,1
"(571, 3, 7, 56)",1061,1
"(3, 7, 56, 1061)",87,1
"(7, 56, 1061, 87)",2,1
"(56, 1061, 87, 2)",24,1
"(1061, 87, 2, 24)",777,1
"(87, 2, 24, 777)",3,1
"(2, 24, 777, 3)",2,1
"(24, 777, 3, 2)",1,1
"(777, 3, 2, 1)",156,1
"(3, 2, 1, 156)",38,1
"(2, 1, 156, 38)",777,1
"(3, 5, 8, 240)",153,1
"(5, 8, 240, 153)",44,1
"(8, 240, 153, 44)",7,1
"(240, 153, 44, 7)",666,1
"(153, 44, 7, 666)",39,1
"(44, 7, 666, 39)",237,1
"(7, 666, 39, 237)",20,1
"(666, 39, 237, 20)",1,1
"(39, 237, 20, 1)",379,1
"(237, 20, 1, 379)",126,1
"(20, 1, 379, 126)",7,1
"(1, 379, 126, 7)",12,1
"(379, 126, 7, 12)",37,1
"(126, 7, 12, 37)",266,1
"(7, 12, 37, 266)",4,1
"(12, 37, 266, 4)",332,1
"(37, 266, 4, 332)",1,1
"(266, 4, 332, 1)",27,1
"(332, 1, 27, 2)",8,1
"(1, 99, 98, 2530)",59,1
"(99, 98, 2530, 59)",1,1
"(98, 2530, 59, 1)",289,1
"(2530, 59, 1, 289)",181,1
"(59, 1, 289, 181)",36,1
"(1, 289, 181, 36)",11,1
"(289, 181, 36, 11)",5,1
"(181, 36, 11, 5)",21,1
"(10, 845, 7, 141)",19,1
"(845, 7, 141, 19)",286,1
"(7, 141, 19, 286)",38,1
"(141, 19, 286, 38)",54,1
"(19, 286, 38, 54)",50,1
"(286, 38, 54, 50)",3,1
"(38, 54, 50, 3)",253,1
"(54, 50, 3, 253)",1,1
"(50, 3, 253, 1)",63,1
"(3, 253, 1, 63)",10,1
"(253, 1, 63, 10)",21,1
"(1, 63, 10, 21)",767,1
"(63, 10, 21, 767)",3,1
"(10, 21, 767, 3)",158,1
"(21, 767, 3, 158)",21,1
"(767, 3, 158, 21)",258,1
"(3, 158, 21, 258)",3,1
"(158, 21, 258, 3)",421,1
"(21, 258, 3, 421)",21,1
"(258, 3, 421, 21)",2708,1
"(3, 421, 21, 2708)",3,1
"(421, 21, 2708, 3)",104,1
"(21, 2708, 3, 104)",669,1
"(2708, 3, 104, 669)",19,1
"(3, 104, 669, 19)",2,1
"(104, 669, 19, 2)",35,1
"(669, 19, 2, 35)",12,1
"(19, 2, 35, 12)",1072,1
"(2, 35, 12, 1072)",65,1
"(35, 12, 1072, 65)",3,1
"(12, 1072, 65, 3)",1524,1
"(1072, 65, 3, 1524)",24,1
"(277, 2, 1, 42)",201,1
"(2, 1, 42, 201)",101,1
"(1, 42, 201, 101)",175,1
"(42, 201, 101, 175)",636,1
"(201, 101, 175, 636)",2642,1
"(101, 175, 636, 2642)",548,1
"(13, 285, 5, 6)",1084,2
"(285, 5, 6, 1084)",368,2
"(5, 6, 1084, 368)",3,2
"(6, 1084, 368, 3)",2709,2
"(1084, 368, 3, 2709)",569,2
"(368, 3, 2709, 569)",223,2
"(3, 2709, 569, 223)",8,2
"(2709, 569, 223, 8)",101,2
"(569, 223, 8, 101)",2710,2
"(223, 8, 101, 2710)",5,2
"(8, 101, 2710, 5)",1,2
"(101, 2710, 5, 1)",1192,2
"(2710, 5, 1, 1192)",5,2
"(5, 1, 1192, 5)",412,2
"(2, 1, 201, 101)",141,1
"(1, 201, 101, 141)",17,1
"(201, 101, 141, 17)",10,1
"(101, 141, 17, 10)",693,1
"(10, 693, 65, 4)",304,1
"(693, 65, 4, 304)",17,1
"(65, 4, 304, 17)",54,1
"(14, 17, 12, 664)",415,1
"(17, 12, 664, 415)",339,1
"(12, 664, 415, 339)",8,1
"(664, 415, 339, 8)",11,1
"(415, 339, 8, 11)",1,1
"(339, 8, 11, 1)",182,1
"(8, 11, 1, 182)",223,1
"(11, 1, 182, 223)",1,1
"(1, 182, 223, 1)",333,1
"(182, 223, 1, 333)",2,1
"(223, 1, 333, 2)",342,1
"(1, 333, 2, 342)",3,1
"(333, 2, 342, 3)",53,1
"(2, 342, 3, 53)",27,1
"(342, 3, 53, 27)",194,1
"(175, 6, 101, 4)",285,1
"(6, 101, 4, 285)",9,1
"(101, 4, 285, 9)",969,1
"(4, 285, 9, 969)",1251,1
"(285, 9, 969, 1251)",10,1
"(9, 969, 1251, 10)",1,1
"(969, 1251, 10, 1)",299,1
"(1251, 10, 1, 299)",62,1
"(10, 1, 299, 62)",178,1
"(1, 299, 62, 178)",3,1
"(299, 62, 178, 3)",800,1
"(62, 178, 3, 800)",28,1
"(178, 3, 800, 28)",37,1
"(3, 800, 28, 37)",6,1
"(800, 28, 37, 6)",466,1
"(16, 48, 1898, 1899)",29,1
"(48, 1898, 1899, 29)",4397,1
"(1898, 1899, 29, 4397)",80,1
"(1899, 29, 4397, 80)",1,1
"(29, 4397, 80, 1)",358,1
"(4397, 80, 1, 358)",2,1
"(80, 1, 358, 2)",1387,1
"(1, 358, 2, 1387)",125,1
"(358, 2, 1387, 125)",4,1
"(2, 1387, 125, 4)",23,1
"(1387, 125, 4, 23)",4398,1
"(125, 4, 23, 4398)",199,1
"(4, 23, 4398, 199)",1,1
"(23, 4398, 199, 1)",337,1
"(4398, 199, 1, 337)",41,1
"(199, 1, 337, 41)",121,1
"(1, 337, 41, 121)",13,1
"(337, 41, 121, 13)",687,1
"(41, 121, 13, 687)",15,1
"(121, 13, 687, 15)",1872,1
"(13, 687, 15, 1872)",3,1
"(687, 15, 1872, 3)",61,1
"(15, 1872, 3, 61)",687,1
"(5, 1547, 17, 12)",990,1
"(1547, 17, 12, 990)",49,1
"(17, 12, 990, 49)",146,1
"(12, 990, 49, 146)",20,1
"(990, 49, 146, 20)",21,1
"(49, 146, 20, 21)",85,1
"(146, 20, 21, 85)",469,1
"(20, 21, 85, 469)",39,1
"(21, 85, 469, 39)",20,1
"(85, 469, 39, 20)",1,1
"(469, 39, 20, 1)",224,1
"(39, 20, 1, 224)",765,1
"(20, 1, 224, 765)",327,1
"(1, 224, 765, 327)",2,1
"(224, 765, 327, 2)",741,1
"(765, 327, 2, 741)",1,1
"(327, 2, 741, 1)",34,1
"(2, 741, 1, 34)",3,1
"(1, 2594, 1115, 32)",9,1
"(2594, 1115, 32, 9)",21,1
"(1115, 32, 9, 21)",2018,1
"(32, 9, 21, 2018)",825,1
"(9, 21, 2018, 825)",82,1
"(21, 2018, 825, 82)",3,1
"(2018, 825, 82, 3)",34,1
"(1, 1401, 2, 342)",295,1
"(1401, 2, 342, 295)",602,1
"(2, 342, 295, 602)",4400,1
"(342, 295, 602, 4400)",2,1
"(295, 602, 4400, 2)",1,1
"(602, 4400, 2, 1)",97,1
"(4400, 2, 1, 97)",3,1
"(2, 1, 97, 3)",469,1
"(1, 97, 3, 469)",35,1
"(97, 3, 469, 35)",1441,1
"(3, 469, 35, 1441)",1,1
"(469, 35, 1441, 1)",149,1
"(35, 1441, 1, 149)",2,1
"(1441, 1, 149, 2)",8,1
"(47, 149, 1976, 27)",18,1
"(149, 1976, 27, 18)",53,1
"(1976, 27, 18, 53)",361,1
"(26, 6, 58, 80)",4401,1
"(6, 58, 80, 4401)",131,1
"(58, 80, 4401, 131)",1,1
"(80, 4401, 131, 1)",41,1
"(4401, 131, 1, 41)",1638,1
"(131, 1, 41, 1638)",107,1
"(1, 41, 1638, 107)",4,1
"(41, 1638, 107, 4)",482,1
"(1638, 107, 4, 482)",484,1
"(107, 4, 482, 484)",4,1
"(4, 482, 484, 4)",38,1
"(482, 484, 4, 38)",61,1
"(484, 4, 38, 61)",675,1
"(4, 38, 61, 675)",7,1
"(38, 61, 675, 7)",48,1
"(61, 675, 7, 48)",281,1
"(675, 7, 48, 281)",924,1
"(7, 48, 281, 924)",8,1
"(48, 281, 924, 8)",879,1
"(281, 924, 8, 879)",25,1
"(924, 8, 879, 25)",601,1
"(8, 879, 25, 601)",19,1
"(879, 25, 601, 19)",29,1
"(25, 601, 19, 29)",2469,1
"(601, 19, 29, 2469)",169,1
"(19, 29, 2469, 169)",40,1
"(29, 2469, 169, 40)",99,1
"(2469, 169, 40, 99)",320,1
"(169, 40, 99, 320)",1,1
"(40, 99, 320, 1)",140,1
"(99, 320, 1, 140)",1924,1
"(320, 1, 140, 1924)",27,1
"(1, 140, 1924, 27)",30,1
"(140, 1924, 27, 30)",100,1
"(1924, 27, 30, 100)",771,1
"(27, 30, 100, 771)",2,2
"(30, 100, 771, 2)",201,1
"(174, 3, 198, 16)",11,4
"(3, 198, 16, 11)",1,2
"(198, 16, 11, 1)",738,1
"(16, 11, 1, 738)",2,1
"(11, 1, 738, 2)",8,1
"(1, 738, 2, 8)",101,1
"(738, 2, 8, 101)",4,1
"(2, 8, 101, 4)",208,1
"(8, 101, 4, 208)",975,1
"(101, 4, 208, 975)",4,1
"(4, 208, 975, 4)",1,1
"(208, 975, 4, 1)",972,1
"(975, 4, 1, 972)",2,1
"(4, 1, 972, 2)",19,1
"(1, 972, 2, 19)",47,1
"(972, 2, 19, 47)",27,1
"(2, 19, 47, 27)",40,1
"(19, 47, 27, 40)",214,1
"(47, 27, 40, 214)",3,1
"(27, 40, 214, 3)",40,1
"(8, 101, 28, 37)",892,1
"(101, 28, 37, 892)",4,1
"(28, 37, 892, 4)",1993,1
"(37, 892, 4, 1993)",142,1
"(892, 4, 1993, 142)",5,1
"(4, 1993, 142, 5)",4,1
"(1993, 142, 5, 4)",1427,1
"(142, 5, 4, 1427)",4,1
"(5, 4, 1427, 4)",142,1
"(4, 1427, 4, 142)",3,1
"(1427, 4, 142, 3)",4,1
"(4, 142, 3, 4)",630,1
"(142, 3, 4, 630)",206,1
"(3, 4, 630, 206)",10,1
"(16, 11, 109, 21)",823,1
"(11, 109, 21, 823)",5,1
"(109, 21, 823, 5)",40,1
"(21, 823, 5, 40)",96,1
"(823, 5, 40, 96)",4,1
"(5, 40, 96, 4)",150,1
"(40, 96, 4, 150)",1256,1
"(96, 4, 150, 1256)",2,1
"(4, 150, 1256, 2)",1041,1
"(150, 1256, 2, 1041)",9,1
"(1256, 2, 1041, 9)",8,1
"(2, 1041, 9, 8)",254,1
"(1041, 9, 8, 254)",175,1
"(9, 8, 254, 175)",28,1
"(8, 254, 175, 28)",4,1
"(254, 175, 28, 4)",414,1
"(175, 28, 4, 414)",4402,1
"(28, 4, 414, 4402)",856,1
"(4, 414, 4402, 856)",4403,1
"(414, 4402, 856, 4403)",2485,1
"(4402, 856, 4403, 2485)",1255,1
"(856, 4403, 2485, 1255)",4404,1
"(4403, 2485, 1255, 4404)",1,1
"(2485, 1255, 4404, 1)",68,1
"(1255, 4404, 1, 68)",2,1
"(698, 8, 42, 101)",175,1
"(8, 42, 101, 175)",28,1
"(42, 101, 175, 28)",125,1
"(101, 175, 28, 125)",6,1
"(175, 28, 125, 6)",340,1
"(28, 125, 6, 340)",3,1
"(125, 6, 340, 3)",4405,1
"(39, 9, 11, 19)",1,1
"(9, 11, 19, 1)",51,1
"(11, 19, 1, 51)",755,1
"(19, 1, 51, 755)",4,1
"(1, 51, 755, 4)",498,1
"(51, 755, 4, 498)",9,1
"(755, 4, 498, 9)",22,1
"(4, 498, 9, 22)",1,1
"(498, 9, 22, 1)",717,1
"(9, 22, 1, 717)",2711,1
"(22, 1, 717, 2711)",3,1
"(1, 717, 2711, 3)",288,1
"(717, 2711, 3, 288)",10,1
"(2711, 3, 288, 10)",35,1
"(3, 288, 10, 35)",2610,1
"(288, 10, 35, 2610)",18,1
"(10, 35, 2610, 18)",884,1
"(35, 2610, 18, 884)",1,1
"(2610, 18, 884, 1)",41,1
"(18, 884, 1, 41)",59,1
"(884, 1, 41, 59)",1547,1
"(1, 41, 59, 1547)",1355,1
"(41, 59, 1547, 1355)",4,1
"(59, 1547, 1355, 4)",23,1
"(1547, 1355, 4, 23)",215,1
"(1355, 4, 23, 215)",14,1
"(4, 23, 215, 14)",6,1
"(23, 215, 14, 6)",1669,1
"(215, 14, 6, 1669)",2,1
"(14, 6, 1669, 2)",299,1
"(6, 1669, 2, 299)",62,1
"(1669, 2, 299, 62)",178,1
"(2, 299, 62, 178)",343,1
"(299, 62, 178, 343)",369,1
"(62, 178, 343, 369)",2712,1
"(178, 343, 369, 2712)",20,1
"(343, 369, 2712, 20)",1,1
"(369, 2712, 20, 1)",1134,1
"(2712, 20, 1, 1134)",2,1
"(20, 1, 1134, 2)",1546,1
"(1, 1134, 2, 1546)",2019,1
"(1134, 2, 1546, 2019)",1525,1
"(2, 1546, 2019, 1525)",2,1
"(1546, 2019, 1525, 2)",126,1
"(2019, 1525, 2, 126)",3,1
"(1525, 2, 126, 3)",255,1
"(2, 126, 3, 255)",2020,1
"(126, 3, 255, 2020)",42,1
"(66, 11, 78, 5)",35,1
"(11, 78, 5, 35)",8,1
"(78, 5, 35, 8)",101,1
"(5, 35, 8, 101)",3,1
"(35, 8, 101, 3)",1976,1
"(8, 101, 3, 1976)",27,1
"(101, 3, 1976, 27)",43,1
"(3, 1976, 27, 43)",528,1
"(1976, 27, 43, 528)",150,1
"(59, 1, 86, 916)",36,1
"(1, 86, 916, 36)",51,1
"(86, 916, 36, 51)",73,1
"(916, 36, 51, 73)",6,1
"(36, 51, 73, 6)",408,1
"(51, 73, 6, 408)",1695,1
"(73, 6, 408, 1695)",30,1
"(6, 408, 1695, 30)",131,1
"(408, 1695, 30, 131)",1,1
"(1695, 30, 131, 1)",41,1
"(30, 131, 1, 41)",12,1
"(131, 1, 41, 12)",194,1
"(1, 41, 12, 194)",4,1
"(41, 12, 194, 4)",636,1
"(12, 194, 4, 636)",4,1
"(194, 4, 636, 4)",144,1
"(4, 636, 4, 144)",21,1
"(636, 4, 144, 21)",467,1
"(4, 144, 21, 467)",143,1
"(144, 21, 467, 143)",454,1
"(21, 467, 143, 454)",183,1
"(5, 21, 2018, 17)",18,1
"(21, 2018, 17, 18)",4406,1
"(2018, 17, 18, 4406)",42,1
"(17, 18, 4406, 42)",1562,1
"(18, 4406, 42, 1562)",2,1
"(4406, 42, 1562, 2)",202,1
"(42, 1562, 2, 202)",5,1
"(1562, 2, 202, 5)",472,1
"(2, 202, 5, 472)",510,1
"(202, 5, 472, 510)",22,1
"(5, 472, 510, 22)",38,1
"(472, 510, 22, 38)",17,1
"(5, 438, 45, 17)",1489,1
"(438, 45, 17, 1489)",723,1
"(45, 17, 1489, 723)",201,1
"(17, 1489, 723, 201)",191,1
"(1489, 723, 201, 191)",4,1
"(723, 201, 191, 4)",1,1
"(201, 191, 4, 1)",82,1
"(191, 4, 1, 82)",502,1
"(6, 34, 88, 152)",30,1
"(34, 88, 152, 30)",193,1
"(88, 152, 30, 193)",488,1
"(50, 31, 389, 2)",27,2
"(31, 389, 2, 27)",131,2
"(27, 131, 1, 41)",18,2
"(131, 1, 41, 18)",990,2
"(1, 41, 18, 990)",60,2
"(41, 18, 990, 60)",603,2
"(18, 990, 60, 603)",2,2
"(990, 60, 603, 2)",1,2
"(60, 603, 2, 1)",973,2
"(603, 2, 1, 973)",191,2
"(2, 1, 973, 191)",165,2
"(1, 973, 191, 165)",25,2
"(973, 191, 165, 25)",1,2
"(191, 165, 25, 1)",4407,1
"(165, 25, 1, 4407)",88,1
"(25, 1, 4407, 88)",28,1
"(1, 4407, 88, 28)",6,1
"(4407, 88, 28, 6)",231,1
"(88, 28, 6, 231)",1233,1
"(28, 6, 231, 1233)",8,1
"(6, 231, 1233, 8)",44,1
"(231, 1233, 8, 44)",14,1
"(1233, 8, 44, 14)",13,1
"(8, 44, 14, 13)",229,1
"(44, 14, 13, 229)",1,1
"(14, 13, 229, 1)",1373,1
"(13, 229, 1, 1373)",171,1
"(229, 1, 1373, 171)",2,1
"(1, 1373, 171, 2)",1,1
"(1373, 171, 2, 1)",148,1
"(171, 2, 1, 148)",2540,1
"(2, 1, 148, 2540)",80,1
"(1, 148, 2540, 80)",117,1
"(148, 2540, 80, 117)",2,1
"(2540, 80, 117, 2)",1,1
"(80, 117, 2, 1)",34,1
"(117, 2, 1, 34)",2713,1
"(2, 1, 34, 2713)",4,1
"(1, 34, 2713, 4)",798,1
"(34, 2713, 4, 798)",160,1
"(2713, 4, 798, 160)",60,1
"(4, 798, 160, 60)",14,1
"(798, 160, 60, 14)",805,1
"(160, 60, 14, 805)",3,1
"(60, 14, 805, 3)",1310,1
"(1, 1312, 3, 166)",2,1
"(1312, 3, 166, 2)",1057,1
"(3, 166, 2, 1057)",9,1
"(166, 2, 1057, 9)",753,1
"(2, 1057, 9, 753)",1,1
"(1057, 9, 753, 1)",4408,1
"(9, 753, 1, 4408)",28,1
"(753, 1, 4408, 28)",834,1
"(1, 4408, 28, 834)",1,1
"(4408, 28, 834, 1)",1458,1
"(28, 834, 1, 1458)",2,1
"(1458, 2, 58, 3)",1,1
"(2, 58, 3, 1)",34,1
"(58, 3, 1, 34)",727,1
"(3, 1, 34, 727)",4,1
"(1, 34, 727, 4)",649,1
"(34, 727, 4, 649)",4409,1
"(727, 4, 649, 4409)",4,1
"(4, 649, 4409, 4)",304,1
"(649, 4409, 4, 304)",1804,1
"(5, 529, 71, 44)",7,1
"(529, 71, 44, 7)",627,1
"(71, 44, 7, 627)",1,1
"(44, 7, 627, 1)",386,1
"(7, 627, 1, 386)",2,1
"(627, 1, 386, 2)",15,1
"(1, 386, 2, 15)",1553,1
"(386, 2, 15, 1553)",117,1
"(2, 15, 1553, 117)",4,1
"(15, 1553, 117, 4)",566,1
"(1553, 117, 4, 566)",439,1
"(117, 4, 566, 439)",3,1
"(4, 566, 439, 3)",520,1
"(566, 439, 3, 520)",837,1
"(439, 3, 520, 837)",10,1
"(3, 520, 837, 10)",1,1
"(520, 837, 10, 1)",34,1
"(837, 10, 1, 34)",425,1
"(10, 1, 34, 425)",2,1
"(425, 2, 151, 260)",3,1
"(2, 151, 260, 3)",13,1
"(151, 260, 3, 13)",19,1
"(260, 3, 13, 19)",931,1
"(3, 13, 19, 931)",107,1
"(13, 19, 931, 107)",1,1
"(19, 931, 107, 1)",34,1
"(931, 107, 1, 34)",1312,1
"(107, 1, 34, 1312)",1597,1
"(1, 34, 1312, 1597)",75,1
"(34, 1312, 1597, 75)",3,1
"(1312, 1597, 75, 3)",2714,1
"(1597, 75, 3, 2714)",32,1
"(75, 3, 2714, 32)",4,1
"(3, 2714, 32, 4)",264,1
"(2714, 32, 4, 264)",218,1
"(32, 4, 264, 218)",2,1
"(4, 264, 218, 2)",902,1
"(264, 218, 2, 902)",15,1
"(218, 2, 902, 15)",1544,1
"(2, 902, 15, 1544)",3,1
"(902, 15, 1544, 3)",15,1
"(13, 18, 168, 4)",108,1
"(18, 168, 4, 108)",4,1
"(168, 4, 108, 4)",1,1
"(4, 108, 4, 1)",68,1
"(108, 4, 1, 68)",22,1
"(4, 1, 68, 22)",319,1
"(1, 68, 22, 319)",312,1
"(68, 22, 319, 312)",3,1
"(22, 319, 312, 3)",962,1
"(319, 312, 3, 962)",14,1
"(312, 3, 962, 14)",6,1
"(3, 962, 14, 6)",1187,1
"(962, 14, 6, 1187)",2,1
"(6, 1187, 2, 1)",284,1
"(1187, 2, 1, 284)",9,1
"(2, 1, 284, 9)",13,1
"(1, 284, 9, 13)",233,1
"(284, 9, 13, 233)",3,1
"(9, 13, 233, 3)",842,1
"(13, 233, 3, 842)",4,1
"(233, 3, 842, 4)",1,1
"(3, 842, 4, 1)",2220,1
"(842, 4, 1, 2220)",2,1
"(4, 1, 2220, 2)",968,1
"(1, 2220, 2, 968)",3,1
"(2220, 2, 968, 3)",772,1
"(2, 968, 3, 772)",158,1
"(968, 3, 772, 158)",4,1
"(3, 772, 158, 4)",35,1
"(772, 158, 4, 35)",13,1
"(158, 4, 35, 13)",959,1
"(4, 35, 13, 959)",3,1
"(35, 13, 959, 3)",20,1
"(13, 959, 3, 20)",35,1
"(959, 3, 20, 35)",13,1
"(22, 361, 283, 105)",222,1
"(361, 283, 105, 222)",2,1
"(283, 105, 222, 2)",52,1
"(105, 222, 2, 52)",161,1
"(222, 2, 52, 161)",1708,1
"(2, 52, 161, 1708)",243,1
"(52, 161, 1708, 243)",12,1
"(161, 1708, 243, 12)",981,1
"(1708, 243, 12, 981)",9,1
"(243, 12, 981, 9)",876,1
"(12, 981, 9, 876)",1,1
"(981, 9, 876, 1)",719,1
"(9, 876, 1, 719)",10,1
"(876, 1, 719, 10)",35,1
"(1, 719, 10, 35)",1,1
"(719, 10, 35, 1)",34,1
"(10, 35, 1, 34)",11,2
"(35, 1, 34, 11)",884,1
"(1, 34, 11, 884)",133,1
"(34, 11, 884, 133)",23,1
"(11, 884, 133, 23)",4410,1
"(884, 133, 23, 4410)",53,1
"(133, 23, 4410, 53)",1504,1
"(23, 4410, 53, 1504)",11,1
"(4410, 53, 1504, 11)",110,1
"(70, 4, 2715, 316)",241,1
"(4, 2715, 316, 241)",1598,1
"(2715, 316, 241, 1598)",133,1
"(8, 123, 43, 1184)",9,2
"(123, 43, 1184, 9)",16,2
"(43, 1184, 9, 16)",11,2
"(1184, 9, 16, 11)",419,2
"(9, 16, 11, 419)",4,2
"(16, 11, 419, 4)",321,2
"(11, 419, 4, 321)",696,2
"(419, 4, 321, 696)",3,2
"(4, 321, 696, 3)",5,2
"(321, 696, 3, 5)",438,2
"(696, 3, 5, 438)",45,2
"(3, 5, 438, 45)",162,2
"(5, 438, 45, 162)",1,2
"(438, 45, 162, 1)",175,2
"(45, 162, 1, 175)",2,2
"(162, 1, 175, 2)",6,2
"(1, 175, 2, 6)",42,2
"(175, 2, 6, 42)",316,2
"(24, 322, 415, 339)",77,1
"(322, 415, 339, 77)",2,1
"(339, 77, 2, 1)",123,1
"(77, 2, 1, 123)",141,1
"(2, 1, 123, 141)",17,1
"(1, 123, 141, 17)",10,1
"(123, 141, 17, 10)",21,1
"(59, 1, 71, 662)",178,1
"(1, 71, 662, 178)",7,1
"(71, 662, 178, 7)",12,1
"(662, 178, 7, 12)",207,1
"(178, 7, 12, 207)",546,1
"(7, 12, 207, 546)",24,1
"(12, 207, 546, 24)",270,1
"(207, 546, 24, 270)",4,1
"(546, 24, 270, 4)",316,1
"(205, 5, 1, 93)",870,1
"(5, 1, 93, 870)",2,1
"(1, 93, 870, 2)",222,1
"(93, 870, 2, 222)",7,1
"(870, 2, 222, 7)",12,1
"(2, 222, 7, 12)",37,1
"(222, 7, 12, 37)",1517,1
"(12, 37, 1517, 25)",1,1
"(37, 1517, 25, 1)",329,1
"(1517, 25, 1, 329)",3,1
"(25, 1, 329, 3)",104,1
"(1, 329, 3, 104)",669,1
"(329, 3, 104, 669)",2,1
"(3, 104, 669, 2)",1,1
"(104, 669, 2, 1)",27,1
"(669, 2, 1, 27)",7,1
"(2, 1, 27, 7)",12,1
"(6, 516, 325, 28)",4411,1
"(516, 325, 28, 4411)",6,1
"(325, 28, 4411, 6)",4412,1
"(28, 4411, 6, 4412)",2226,1
"(4411, 6, 4412, 2226)",2,1
"(6, 4412, 2226, 2)",1105,1
"(4412, 2226, 2, 1105)",3,1
"(2226, 2, 1105, 3)",682,1
"(2, 1105, 3, 682)",3,1
"(1105, 3, 682, 3)",45,1
"(3, 682, 3, 45)",31,1
"(682, 3, 45, 31)",27,1
"(3, 45, 31, 27)",30,1
"(45, 31, 27, 30)",100,2
"(31, 27, 30, 100)",106,1
"(30, 100, 106, 2)",316,1
"(100, 106, 2, 316)",241,1
"(106, 2, 316, 241)",481,1
"(2, 316, 241, 481)",54,1
"(316, 241, 481, 54)",50,1
"(241, 481, 54, 50)",12,1
"(481, 54, 50, 12)",37,1
"(54, 50, 12, 37)",743,1
"(50, 12, 37, 743)",25,1
"(8, 1645, 1, 214)",2,1
"(1645, 1, 214, 2)",4413,1
"(1, 214, 2, 4413)",282,1
"(214, 2, 4413, 282)",3,1
"(2, 4413, 282, 3)",170,1
"(4413, 282, 3, 170)",29,1
"(282, 3, 170, 29)",12,1
"(3, 170, 29, 12)",432,1
"(170, 29, 12, 432)",5,1
"(29, 12, 432, 5)",1,2
"(12, 432, 5, 1)",230,1
"(432, 5, 1, 230)",2,1
"(5, 1, 230, 2)",40,1
"(1, 230, 2, 40)",691,1
"(230, 2, 40, 691)",341,1
"(2, 40, 691, 341)",14,1
"(40, 691, 341, 14)",793,1
"(691, 341, 14, 793)",1957,1
"(341, 14, 793, 1957)",3,1
"(14, 793, 1957, 3)",1024,1
"(793, 1957, 3, 1024)",391,1
"(1957, 3, 1024, 391)",55,1
"(3, 1024, 391, 55)",14,1
"(1024, 391, 55, 14)",77,1
"(391, 55, 14, 77)",2,1
"(55, 14, 77, 2)",1,1
"(14, 77, 2, 1)",347,1
"(66, 11, 205, 109)",6,1
"(11, 205, 109, 6)",792,1
"(205, 109, 6, 792)",2,1
"(109, 6, 792, 2)",4414,1
"(6, 792, 2, 4414)",3,1
"(39, 105, 16, 19)",1,1
"(105, 16, 19, 1)",189,1
"(16, 19, 1, 189)",2,1
"(19, 1, 189, 2)",1,1
"(1, 189, 2, 1)",27,1
"(189, 2, 1, 27)",28,1
"(2, 1, 27, 28)",37,1
"(8, 28, 37, 6)",410,1
"(28, 37, 6, 410)",2,1
"(37, 6, 410, 2)",52,1
"(6, 410, 2, 52)",446,1
"(410, 2, 52, 446)",4,1
"(2, 52, 446, 4)",19,1
"(52, 446, 4, 19)",29,1
"(446, 4, 19, 29)",89,1
"(4, 19, 29, 89)",10,1
"(19, 29, 89, 10)",128,1
"(29, 89, 10, 128)",341,1
"(89, 10, 128, 341)",54,1
"(10, 128, 341, 54)",5,1
"(128, 341, 54, 5)",316,1
"(341, 54, 5, 316)",241,1
"(54, 5, 316, 241)",55,1
"(5, 316, 241, 55)",701,1
"(38, 29, 1124, 971)",1701,1
"(29, 1124, 971, 1701)",5,1
"(1124, 971, 1701, 5)",311,1
"(971, 1701, 5, 311)",325,1
"(1701, 5, 311, 325)",1137,1
"(5, 311, 325, 1137)",6,1
"(311, 325, 1137, 6)",2588,1
"(54, 5, 1, 123)",17,1
"(5, 1, 123, 17)",12,1
"(1, 123, 17, 12)",46,1
"(123, 17, 12, 46)",670,1
"(17, 12, 46, 670)",126,1
"(12, 46, 670, 126)",4,1
"(46, 670, 126, 4)",244,1
"(670, 126, 4, 244)",1,1
"(126, 4, 244, 1)",4416,1
